gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
117,117,857,1226,622,216,12,166,940,412,19,1032,62,.258,3998,.333,.443,.776,22,97,.815,71,17937,4.96,1036.1,51,66,25,42,47,17,571,1.39,4531,3109,117,0,7,11236,.630,62,7,22,4,1770,0.70,.436,17.31,117,2.28,8.16,3.58,8.96,5.40,1.44,2,12,45,Athletics
116,116,975,1126,466,214,19,112,890,334,12,912,46,.236,3859,.303,.389,.692,19,77,.802,70,16608,3.85,1026.0,50,66,24,43,54,19,439,1.21,4284,3078,116,1,14,10775,.650,46,1,32,4,1500,0.87,.431,16.19,115,2.66,7.81,2.93,8.00,4.09,0.98,1,13,31,Pittsburgh Pirates
115,115,864,1125,438,156,13,113,978,373,16,856,49,.227,3771,.302,.365,.667,20,75,.789,75,16461,3.58,1017.0,64,51,39,53,79,14,404,1.21,4248,3051,115,2,15,10529,.640,49,3,33,8,1377,0.77,.557,16.19,113,2.62,8.65,3.30,7.58,3.88,1.00,3,17,35,San Diego Padres
116,116,980,1103,501,173,12,135,989,352,23,953,55,.240,3973,.308,.391,.699,23,82,.781,79,17079,3.83,1053.2,63,53,28,48,62,20,448,1.24,4433,3161,116,0,8,11092,.650,55,3,39,2,1555,0.89,.543,16.21,116,2.81,8.45,3.01,8.14,4.28,1.15,1,20,32,Seattle Mariners
115,115,1038,939,465,197,17,98,985,368,11,932,43,.242,3848,.313,.379,.692,27,67,.713,71,16561,3.65,1018.0,58,57,28,45,69,17,413,1.28,4306,3054,115,1,5,10648,.640,43,5,39,7,1457,1.11,.504,16.27,114,2.68,8.71,3.25,8.24,4.11,0.87,1,16,30,San Francisco Giants
116,116,1108,1036,525,197,27,113,839,304,10,1015,32,.257,3946,.313,.407,.720,20,81,.802,74,16288,4.22,1023.2,58,58,29,44,64,15,480,1.29,4339,3071,116,2,11,10504,.640,32,2,39,5,1605,1.07,.500,15.91,114,2.76,7.38,2.67,8.92,4.62,0.99,5,20,32,St. Louis Cardinals
116,116,972,1020,475,166,8,147,980,330,9,917,45,.237,3862,.303,.399,.702,27,113,.807,93,16299,3.86,1028.2,57,59,25,45,65,20,441,1.21,4268,3086,116,1,9,10596,.650,45,4,16,7,1540,0.95,.491,15.84,115,2.97,8.57,2.89,8.02,4.16,1.29,3,6,22,Tampa Bay Rays
116,116,966,1085,407,152,12,108,948,342,19,858,30,.225,3818,.292,.356,.648,16,84,.840,83,16212,3.23,1031.1,60,56,29,50,64,21,370,1.16,4230,3094,116,2,11,10490,.650,30,4,35,4,1358,0.89,.517,15.72,114,2.77,8.27,2.98,7.49,3.55,0.94,1,13,26,Texas Rangers
116,116,837,1125,521,175,11,156,1032,349,20,933,59,.240,3887,.310,.411,.721,27,68,.716,71,16840,4.22,1029.2,68,48,33,51,70,18,483,1.25,4337,3089,116,1,7,10823,.640,59,7,19,6,1598,0.74,.586,16.35,115,2.96,9.02,3.05,8.16,4.55,1.36,2,8,32,Toronto Blue Jays
114,114,834,1130,509,186,10,130,966,292,11,980,49,.254,3853,.312,.409,.721,32,90,.738,49,16412,4.28,1000.0,54,60,22,38,76,16,476,1.27,4251,3000,114,1,7,10726,.650,49,7,30,8,1576,0.74,.474,16.41,113,3.31,8.69,2.63,8.82,4.58,1.17,0,15,42,Minnesota Twins
