id,season,date,postseason,season_type,status,venue,conference_play,home_team_id,away_team_id,home_team_slug,away_team_slug,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_short_display_name,away_team_short_display_name,home_team_name,away_team_name,home_team_location,away_team_location,home_team_league,away_team_league,home_team_division,away_team_division,home_team_score,away_team_score,favorite_id,underdog_id,favorite_abbreviation,underdog_abbreviation,favorite_display_name,underdog_display_name
24456,2010,2010-06-20T00:10:00.000Z,False,regular,STATUS_FINAL,Coors Field,False,9,16,colorado-rockies,milwaukee-brewers,COL,MIL,Colorado Rockies,Milwaukee Brewers,Rockies,Brewers,Rockies,Brewers,Colorado,Milwaukee,National,National,West,Central,8,7,,,,,,
24457,2010,2010-06-20T00:35:00.000Z,False,regular,STATUS_FINAL,Petco Park,False,23,3,san-diego-padres,baltimore-orioles,SD,BAL,San Diego Padres,Baltimore Orioles,Padres,Orioles,Padres,Orioles,San Diego,Baltimore,National,American,West,East,4,5,,,,,,
24458,2010,2010-06-20T02:10:00.000Z,False,regular,STATUS_FINAL,T-Mobile Park,False,25,7,seattle-mariners,cincinnati-reds,SEA,CIN,Seattle Mariners,Cincinnati Reds,Mariners,Reds,Mariners,Reds,Seattle,Cincinnati,American,National,West,Central,5,1,,,,,,
24910,2010,2010-06-20T17:05:00.000Z,False,regular,STATUS_FINAL,Comerica Park,False,10,1,detroit-tigers,arizona-diamondbacks,DET,ARI,Detroit Tigers,Arizona Diamondbacks,Tigers,Diamondbacks,Tigers,Diamondbacks,Detroit,Arizona,American,National,Central,West,3,1,,,,,,
24911,2010,2010-06-20T17:05:00.000Z,False,regular,STATUS_FINAL,Yankee Stadium,False,19,18,new-york-yankees,new-york-mets,NYY,NYM,New York Yankees,New York Mets,Yankees,Mets,Yankees,Mets,New York,New York,American,National,East,East,4,0,,,,,,
24912,2010,2010-06-20T17:07:00.000Z,False,regular,STATUS_FINAL,Rogers Centre,False,29,24,toronto-blue-jays,san-francisco-giants,TOR,SF,Toronto Blue Jays,San Francisco Giants,Blue Jays,Giants,Blue Jays,Giants,Toronto,San Francisco,American,National,East,West,6,9,,,,,,
24913,2010,2010-06-20T17:10:00.000Z,False,regular,STATUS_FINAL,Hard Rock Stadium,False,15,27,miami-marlins,tampa-bay-rays,MIA,TB,Miami Marlins,Tampa Bay Rays,Marlins,Rays,Marlins,Rays,Miami,Tampa Bay,National,American,East,East,4,1,,,,,,
24914,2010,2010-06-20T17:35:00.000Z,False,regular,STATUS_FINAL,Center Parc Stadium,False,2,12,atlanta-braves,kansas-city-royals,ATL,KC,Atlanta Braves,Kansas City Royals,Braves,Royals,Braves,Royals,Atlanta,Kansas City,National,American,East,Central,8,5,,,,,,
24915,2010,2010-06-20T17:35:00.000Z,False,regular,STATUS_FINAL,Nationals Park,False,30,6,washington-nationals,chicago-white-sox,WSH,CHW,Washington Nationals,Chicago White Sox,Nationals,White Sox,Nationals,White Sox,Washington,Chicago,National,American,East,Central,3,6,,,,,,
24916,2010,2010-06-20T17:35:00.000Z,False,regular,STATUS_FINAL,Citizens Bank Park,False,21,17,philadelphia-phillies,minnesota-twins,PHI,MIN,Philadelphia Phillies,Minnesota Twins,Phillies,Twins,Phillies,Twins,Philadelphia,Minnesota,National,American,East,Central,1,4,,,,,,
24917,2010,2010-06-20T17:35:00.000Z,False,regular,STATUS_FINAL,PNC Park,False,22,8,pittsburgh-pirates,cleveland-guardians,PIT,CLE,Pittsburgh Pirates,Cleveland Guardians,Pirates,Guardians,Pirates,Guardians,Pittsburgh,Cleveland,National,American,Central,Central,5,3,,,,,,
24918,2010,2010-06-20T18:05:00.000Z,False,regular,STATUS_FINAL,Minute Maid Park,False,11,28,houston-astros,texas-rangers,HOU,TEX,Houston Astros,Texas Rangers,Astros,Rangers,Astros,Rangers,Houston,Texas,American,American,West,West,4,5,,,,,,
24919,2010,2010-06-20T18:15:00.000Z,False,regular,STATUS_FINAL,Busch Stadium,False,26,20,st-louis-cardinals,oakland-athletics,STL,OAK,St. Louis Cardinals,Oakland Athletics,Cardinals,Athletics,Cardinals,Athletics,St. Louis,Oakland,National,American,Central,West,2,3,,,,,,
24920,2010,2010-06-20T18:20:00.000Z,False,regular,STATUS_FINAL,Wrigley Field,False,5,13,chicago-cubs,los-angeles-angels,CHC,LAA,Chicago Cubs,Los Angeles Angels,Cubs,Angels,Cubs,Angels,Chicago,Los Angeles,National,American,Central,West,12,1,,,,,,
24921,2010,2010-06-20T19:10:00.000Z,False,regular,STATUS_FINAL,Coors Field,False,9,16,colorado-rockies,milwaukee-brewers,COL,MIL,Colorado Rockies,Milwaukee Brewers,Rockies,Brewers,Rockies,Brewers,Colorado,Milwaukee,National,National,West,Central,1,6,,,,,,
24922,2010,2010-06-20T20:05:00.000Z,False,regular,STATUS_FINAL,Petco Park,False,23,3,san-diego-padres,baltimore-orioles,SD,BAL,San Diego Padres,Baltimore Orioles,Padres,Orioles,Padres,Orioles,San Diego,Baltimore,National,American,West,East,9,4,,,,,,
24923,2010,2010-06-20T20:10:00.000Z,False,regular,STATUS_FINAL,T-Mobile Park,False,25,7,seattle-mariners,cincinnati-reds,SEA,CIN,Seattle Mariners,Cincinnati Reds,Mariners,Reds,Mariners,Reds,Seattle,Cincinnati,American,National,West,Central,1,0,,,,,,
