game_pk,date,home_k_per_9_rolling_5,away_k_per_9_rolling_5,home_k_per_9_rolling_10,away_k_per_9_rolling_10
634615,2021-04-01,0.0,0.0,0.0,0.0
634618,2021-04-01,0.0,0.0,0.0,0.0
634622,2021-04-01,0.0,0.0,0.0,0.0
634625,2021-04-01,0.0,0.0,0.0,0.0
634630,2021-04-01,0.0,0.0,0.0,0.0
634634,2021-04-01,0.0,0.0,0.0,0.0
634636,2021-04-01,0.0,0.0,0.0,0.0
634638,2021-04-01,0.0,0.0,0.0,0.0
634640,2021-04-01,0.0,0.0,0.0,0.0
634642,2021-04-01,0.0,0.0,0.0,0.0
634645,2021-04-01,0.0,0.0,0.0,0.0
634652,2021-04-01,0.0,0.0,0.0,0.0
634655,2021-04-01,0.0,0.0,0.0,0.0
634576,2021-04-02,0.0,0.0,0.0,0.0
634578,2021-04-02,0.0,0.0,0.0,0.0
634602,2021-04-02,0.0,0.0,0.0,0.0
634605,2021-04-02,0.0,0.0,0.0,0.0
634627,2021-04-02,0.0,0.0,0.0,0.0
634631,2021-04-02,0.0,0.0,0.0,0.0
634653,2021-04-02,0.0,0.0,0.0,0.0
634573,2021-04-03,0.0,0.0,0.0,0.0
634575,2021-04-03,0.0,0.0,0.0,0.0
634577,2021-04-03,0.0,0.0,0.0,0.0
634580,2021-04-03,0.0,0.0,0.0,0.0
634596,2021-04-03,0.0,0.0,0.0,0.0
634604,2021-04-03,0.0,0.0,0.0,0.0
634623,2021-04-03,0.0,0.0,0.0,0.0
634629,2021-04-03,0.0,0.0,0.0,0.0
634633,2021-04-03,0.0,0.0,0.0,0.0
634639,2021-04-03,0.0,0.0,0.0,0.0
634643,2021-04-03,0.0,0.0,0.0,0.0
634644,2021-04-03,0.0,0.0,0.0,0.0
634646,2021-04-03,0.0,0.0,0.0,0.0
634654,2021-04-03,0.0,0.0,0.0,0.0
634557,2021-04-04,0.0,0.0,0.0,0.0
634560,2021-04-04,0.0,0.0,0.0,0.0
634572,2021-04-04,0.0,0.0,0.0,0.0
634593,2021-04-04,0.0,0.0,0.0,0.0
634597,2021-04-04,0.0,0.0,0.0,0.0
634607,2021-04-04,0.0,0.0,0.0,0.0
634610,2021-04-04,0.0,0.0,0.0,0.0
634611,2021-04-04,0.0,0.0,0.0,0.0
634613,2021-04-04,0.0,0.0,0.0,0.0
634617,2021-04-04,0.0,0.0,0.0,0.0
634637,2021-04-04,0.0,0.0,0.0,0.0
634651,2021-04-04,0.0,0.0,0.0,0.0
634551,2021-04-05,0.0,0.0,0.0,0.0
634552,2021-04-05,0.0,0.0,0.0,0.0
634558,2021-04-05,0.0,0.0,0.0,0.0
634562,2021-04-05,0.0,0.0,0.0,0.0
634566,2021-04-05,0.0,0.0,0.0,0.0
634587,2021-04-05,0.0,0.0,0.0,0.0
634588,2021-04-05,0.0,0.0,0.0,0.0
634591,2021-04-05,0.0,0.0,0.0,0.0
634600,2021-04-05,0.0,0.0,0.0,0.0
634601,2021-04-05,0.0,0.0,0.0,0.0
634606,2021-04-05,0.0,0.0,0.0,0.0
634612,2021-04-05,0.0,0.0,0.0,0.0
634616,2021-04-05,0.0,0.0,0.0,0.0
634529,2021-04-06,11.571345918957723,0.0,11.571345918957723,0.0
634530,2021-04-06,0.0,0.0,0.0,0.0
634559,2021-04-06,0.0,0.0,0.0,0.0
634586,2021-04-06,9.0,6.0,9.0,6.0
634590,2021-04-06,0.0,9.0,0.0,9.0
634594,2021-04-06,10.5,0.0,10.5,0.0
634599,2021-04-06,13.500084375527345,0.0,13.500084375527345,0.0
634603,2021-04-06,0.0,0.0,0.0,0.0
634608,2021-04-06,0.0,0.0,0.0,0.0
634609,2021-04-06,0.0,13.500084375527345,0.0,13.500084375527345
634619,2021-04-06,4.5,0.0,4.5,0.0
634624,2021-04-06,0.0,0.0,0.0,0.0
634628,2021-04-06,5.062531640822755,3.1764519032240988,5.062531640822755,3.1764519032240988
634635,2021-04-06,0.0,0.0,0.0,0.0
634527,2021-04-07,0.0,14.4,0.0,14.4
634539,2021-04-07,0.0,6.428571428571429,0.0,6.428571428571429
634542,2021-04-07,5.400054000540005,13.5,5.400054000540005,13.5
634549,2021-04-07,12.0,11.25,12.0,11.25
634563,2021-04-07,15.428461225276964,8.0999595002025,15.428461225276964,8.0999595002025
634567,2021-04-07,14.4,14.210601108426886,14.4,14.210601108426886
