game_pk,date,home_whip_rolling_5,away_whip_rolling_5,home_whip_rolling_10,away_whip_rolling_10
630851,2020-07-23,0.0,0.0,0.0,0.0
631377,2020-07-23,0.0,0.0,0.0,0.0
630941,2020-07-24,0.0,0.0,0.0,0.0
630966,2020-07-24,0.0,0.0,0.0,0.0
630989,2020-07-24,0.0,0.0,0.0,0.0
631091,2020-07-24,0.0,0.0,0.0,0.0
631121,2020-07-24,0.0,0.0,0.0,0.0
631182,2020-07-24,0.0,0.0,0.0,0.0
631242,2020-07-24,0.0,0.0,0.0,0.0
631378,2020-07-24,0.0,0.0,0.0,0.0
631438,2020-07-24,0.0,0.0,0.0,0.0
631514,2020-07-24,0.0,0.0,0.0,0.0
631563,2020-07-24,0.0,0.0,0.0,0.0
631589,2020-07-24,0.0,0.0,0.0,0.0
631641,2020-07-24,0.0,0.0,0.0,0.0
631664,2020-07-24,0.0,0.0,0.0,0.0
630899,2020-07-25,0.0,0.0,0.0,0.0
630942,2020-07-25,0.0,0.0,0.0,0.0
630967,2020-07-25,0.0,0.0,0.0,0.0
630992,2020-07-25,0.0,0.0,0.0,0.0
631092,2020-07-25,0.0,0.0,0.0,0.0
631108,2020-07-25,0.0,0.0,0.0,0.0
631181,2020-07-25,0.0,0.0,0.0,0.0
631241,2020-07-25,0.0,0.0,0.0,0.0
631382,2020-07-25,0.0,0.0,0.0,0.0
631453,2020-07-25,0.0,0.0,0.0,0.0
631515,2020-07-25,0.0,0.0,0.0,0.0
631565,2020-07-25,0.0,0.0,0.0,0.0
631603,2020-07-25,0.0,0.0,0.0,0.0
631642,2020-07-25,0.0,0.0,0.0,0.0
631666,2020-07-25,0.0,0.0,0.0,0.0
630856,2020-07-26,0.0,0.0,0.0,0.0
630943,2020-07-26,0.0,0.0,0.0,0.0
630968,2020-07-26,0.0,0.0,0.0,0.0
630993,2020-07-26,0.0,0.0,0.0,0.0
631097,2020-07-26,0.0,0.0,0.0,0.0
631126,2020-07-26,0.0,0.0,0.0,0.0
631165,2020-07-26,0.0,0.0,0.0,0.0
631240,2020-07-26,0.0,0.0,0.0,0.0
631384,2020-07-26,0.0,0.0,0.0,0.0
631441,2020-07-26,0.0,0.0,0.0,0.0
631517,2020-07-26,0.0,0.0,0.0,0.0
631566,2020-07-26,0.0,0.0,0.0,0.0
631591,2020-07-26,0.0,0.0,0.0,0.0
631643,2020-07-26,0.0,0.0,0.0,0.0
631668,2020-07-26,0.0,0.0,0.0,0.0
630861,2020-07-27,0.0,0.0,0.0,0.0
630969,2020-07-27,0.0,0.0,0.0,0.0
631098,2020-07-27,0.0,0.0,0.0,0.0
631130,2020-07-27,0.0,0.0,0.0,0.0
631168,2020-07-27,0.0,0.0,0.0,0.0
631442,2020-07-27,0.0,0.0,0.0,0.0
631489,2020-07-27,0.0,0.0,0.0,0.0
631592,2020-07-27,0.0,0.0,0.0,0.0
631669,2020-07-27,0.0,0.0,0.0,0.0
630866,2020-07-28,0.0,0.0,0.0,0.0
630944,2020-07-28,0.0,0.0,0.0,0.0
630970,2020-07-28,0.0,0.0,0.0,0.0
631014,2020-07-28,0.0,0.0,0.0,0.0
631132,2020-07-28,0.0,0.0,0.0,0.0
631171,2020-07-28,0.0,0.0,0.0,0.0
631269,2020-07-28,0.0,0.0,0.0,0.0
631387,2020-07-28,0.0,0.0,0.0,0.0
631443,2020-07-28,0.0,0.0,0.0,0.0
631490,2020-07-28,0.0,0.0,0.0,0.0
631567,2020-07-28,0.0,0.0,0.0,0.0
631573,2020-07-28,0.0,0.0,0.0,0.0
631593,2020-07-28,0.0,0.0,0.0,0.0
