game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
263926,2010-04-14,116,118,DET,KC,Tigers,Royals,Detroit Tigers,Kansas City Royals,0,0,regular,regular,2010,2010,9,9,32,39,3,7,7,17,4,1,0,0,1,1,2,6,14,21,6,3,8,3,0,0,0.286,0.307,0.386,0.362,0.422,0.45,0.808,0.812,0,1,1,0,4.06,5.27,9.0,9.0,17,7,6,3,1,1,3,6,3,8,0.0,0.0,1.5,1.54,1,0,2010-04-14
263922,2010-04-14,147,108,NYY,LAA,Yankees,Angels,New York Yankees,Los Angeles Angels,0,0,regular,regular,2010,2010,8,9,34,36,3,5,7,10,1,3,1,0,0,0,3,5,10,13,2,3,8,6,0,2,0.278,0.267,0.376,0.319,0.459,0.412,0.835,0.731,0,1,1,0,4.31,5.51,9.0,9.0,10,7,5,3,0,0,3,2,6,8,0.0,0.0,1.32,1.49,0,0,2010-04-14
263933,2010-04-14,142,111,MIN,BOS,Twins,Red Sox,Minnesota Twins,Boston Red Sox,0,0,regular,regular,2010,2010,9,8,34,36,3,6,9,10,2,4,0,0,1,1,3,6,14,17,7,6,2,10,0,0,0.26,0.281,0.346,0.344,0.429,0.478,0.775,0.822,0,1,1,0,3.22,4.44,9.0,9.0,10,9,6,3,1,1,6,7,10,2,0.0,0.0,1.23,1.52,0,0,2010-04-14
263930,2010-04-14,110,139,BAL,TB,Orioles,Rays,Baltimore Orioles,Tampa Bay Rays,0,0,regular,regular,2010,2010,9,9,32,38,1,9,6,11,1,4,1,0,1,3,1,9,12,24,3,3,8,10,0,0,0.232,0.275,0.309,0.337,0.386,0.448,0.695,0.785,0,1,1,0,4.82,4.17,9.0,9.0,11,6,6,1,3,1,3,3,10,8,0.0,0.0,1.46,1.37,1,1,2010-04-14
263927,2010-04-14,112,158,CHC,MIL,Cubs,Brewers,Chicago Cubs,Milwaukee Brewers,0,0,regular,regular,2010,2010,8,8,32,37,7,6,12,13,2,3,0,2,1,0,7,6,17,20,4,2,4,10,2,0,0.242,0.264,0.321,0.343,0.406,0.438,0.727,0.781,1,0,0,1,5.03,5.79,9.0,8.0,13,12,6,7,0,1,2,4,10,4,0.0,0.0,1.38,1.49,1,0,2010-04-14
263934,2010-04-14,137,134,SF,PIT,Giants,Pirates,San Francisco Giants,Pittsburgh Pirates,0,0,regular,regular,2010,2010,9,9,32,29,6,0,10,3,2,1,0,0,3,0,6,0,21,4,0,4,6,13,0,0,0.297,0.244,0.362,0.321,0.47,0.397,0.832,0.718,1,0,0,1,2.75,7.38,9.0,8.0,3,10,0,6,0,3,4,0,13,6,0.0,0.0,1.11,1.68,0,0,2010-04-14
263931,2010-04-14,114,140,CLE,TEX,Indians,Rangers,Cleveland Indians,Texas Rangers,0,0,regular,regular,2010,2010,8,8,31,41,2,6,5,15,2,3,0,0,0,1,2,6,7,21,8,1,12,13,1,2,0.214,0.27,0.31,0.332,0.323,0.427,0.633,0.759,0,1,1,0,4.4,2.84,9.0,9.0,15,5,4,2,1,0,1,8,13,12,0.0,0.0,1.59,1.3,2,0,2010-04-14
263932,2010-04-14,143,120,PHI,WSH,Phillies,Nationals,Philadelphia Phillies,Washington Nationals,0,0,regular,regular,2010,2010,8,8,36,34,14,7,14,10,3,4,1,0,3,0,14,7,28,14,5,6,4,5,0,3,0.317,0.228,0.401,0.323,0.533,0.384,0.934,0.707,1,0,0,1,3.42,7.3,9.0,8.0,10,14,7,14,0,3,6,5,5,4,0.0,0.0,1.3,1.87,0,0,2010-04-14
263935,2010-04-14,141,145,TOR,CWS,Blue Jays,White Sox,Toronto Blue Jays,Chicago White Sox,0,0,regular,regular,2010,2010,9,9,29,40,1,11,2,15,0,4,0,0,0,2,1,10,2,25,3,4,8,4,1,1,0.219,0.227,0.31,0.324,0.428,0.401,0.738,0.725,0,1,1,0,4.04,3.24,9.0,9.0,15,2,11,1,2,0,4,3,4,8,0.0,0.0,1.18,1.24,0,1,2010-04-14
263925,2010-04-14,146,113,FLA,CIN,Marlins,Reds,Florida Marlins,Cincinnati Reds,0,0,regular,regular,2010,2010,9,9,32,32,5,3,9,5,2,1,0,0,2,1,5,3,17,9,6,4,5,8,1,2,0.264,0.239,0.338,0.304,0.404,0.403,0.742,0.707,1,0,0,1,4.71,4.77,9.0,8.0,5,9,3,5,1,2,4,6,8,5,0.0,0.0,1.42,1.39,0,1,2010-04-14
