balldontlie_game_id,id,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war,home_starter_k_bb_ratio,away_starter_k_bb_ratio,home_starter_qs_rate,away_starter_qs_rate,home_starter_ip_per_gs,away_starter_ip_per_gs,home_starter_hr_per_9,away_starter_hr_per_9,home_starter_bb_per_9,away_starter_bb_per_9,home_starter_h_per_9,away_starter_h_per_9,home_starter_win_pct,away_starter_win_pct,home_era_rolling_5,away_era_rolling_5,home_era_rolling_10,away_era_rolling_10,home_whip_rolling_5,away_whip_rolling_5,home_whip_rolling_10,away_whip_rolling_10,home_k_per_9_rolling_5,away_k_per_9_rolling_5,home_k_per_9_rolling_10,away_k_per_9_rolling_10,home_k_bb_ratio_rolling_5,away_k_bb_ratio_rolling_5,home_k_bb_ratio_rolling_10,away_k_bb_ratio_rolling_10,home_ip_per_gs_rolling_5,away_ip_per_gs_rolling_5,home_hr_per_9_rolling_10,away_hr_per_9_rolling_10,home_bb_per_9_rolling_5,away_bb_per_9_rolling_5
2341,778521,2025-03-29,682243,674370,Bryce Miller,Osvaldo Bido,136,133,SEA,ATH,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2523,778525,2025-03-30,605135,608372,Chris Bassitt,Tomoyuki Sugano,141,110,TOR,BAL,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2524,778524,2025-03-30,671737,663372,Taj Bradley,Ryan Feltner,139,115,TB,COL,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2525,778523,2025-03-30,573186,650644,Marcus Stroman,Aaron Civale,147,158,NYY,MIL,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2526,778526,2025-03-30,680730,605400,Mitchell Parker,Aaron Nola,120,143,WSH,PHI,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2527,778519,2025-03-30,676974,571760,Max Meyer,Andrew Heaney,146,134,MIA,PIT,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2528,778522,2025-03-30,607259,592662,Nick Martinez,Robbie Ray,113,137,CIN,SF,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2529,778527,2025-03-30,663436,686799,Davis Martin,Jack Kochanowicz,145,108,CWS,LAA,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2530,778516,2025-03-30,594798,690916,Jacob deGrom,Richard Fitts,140,111,TEX,BOS,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2531,778510,2025-03-30,608379,676440,Michael Wacha,Tanner Bibee,118,114,KC,CLE,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2532,778517,2025-03-30,669467,641927,Andre Pallante,Bailey Ober,138,142,STL,MIN,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2534,778514,2025-03-30,601713,700363,Nick Pivetta,AJ Smith-Shawver,135,144,SD,ATL,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2535,778515,2025-03-30,593958,571510,Eduardo Rodriguez,Matthew Boyd,109,112,AZ,CHC,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2536,778513,2025-03-30,693433,676664,Bryan Woo,JP Sears,136,133,SEA,ATH,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2736,778512,2025-03-31,700249,656794,Cade Povich,Sean Newcomb,110,111,BAL,BOS,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2737,778502,2025-03-31,650911,608566,Cristopher Sánchez,Germán Márquez,143,115,PHI,COL,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2738,778509,2025-03-31,615698,656849,Cal Quantrill,David Peterson,146,121,MIA,NYM,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2739,778508,2025-03-31,656876,669387,Drew Rasmussen,Carmen Mlodzinski,139,134,TB,PIT,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2740,778511,2025-03-31,663903,677958,Brady Singer,Kumar Rocker,113,140,CIN,TEX,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2741,778507,2025-03-31,670102,647336,Bowden Francis,Michael Soroka,141,120,TOR,WSH,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2742,778503,2025-03-31,571945,542881,Miles Mikolas,Tyler Anderson,138,108,STL,LAA,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2743,778504,2025-03-31,660730,663460,Elvin Rodríguez,Kris Bubic,158,118,MIL,KC,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2744,778506,2025-03-31,527048,663978,Martín Pérez,Chris Paddack,145,142,CWS,MIN,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2745,778505,2025-03-31,669854,663855,Ronel Blanco,Jordan Hicks,117,137,HOU,SF,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2746,778500,2025-03-31,607192,656550,Tyler Glasnow,Grant Holmes,119,144,LAD,ATL,,2025.0,0,0,regular,regular,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0.0,18.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2748,778499,2025-03-31,606996,682847,Kyle Hart,Luis Ortiz,135,114,SD,CLE,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
2749,778496,2025-03-31,676106,695549,Emerson Hancock,Jackson Jobe,136,116,SEA,DET,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
63863,778501,2025-03-31,683155,676962,Joey Estes,Ben Brown,133,112,ATH,CHC,,2025.0,0,0,regular,regular,0,1,0,0,0,0,0,0,0,1,0.0,6.75,0,0,0,0,0.0,2.6666666666666665,0,4,0,2,0,0,0,3,0.0,2.62,0,5,0.0,16.88,,,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.125,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
3215,778492,2025-04-01,701542,669203,Will Warren,Corbin Burnes,147,109,NYY,AZ,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
3216,778497,2025-04-01,645261,673540,Sandy Alcantara,Kodai Senga,146,121,MIA,NYM,2025.0,,0,0,regular,regular,1,0,1,0,0,0,0,0,0,0,3.86,0.0,0,0,0,0,4.666666666666667,0.0,2,0,2,0,0,0,4,0,1.29,0.0,7,0,13.5,0.0,,,1.75,0.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,7.7142857142857135,0.0,3.8571428571428568,0.0,0.0,0.0,4.285714285714286,0.0,4.285714285714286,0.0,1.4285714285714286,0.0,1.4285714285714286,0.0,15.0,0.0,15.0,0.0,1.75,0.0,1.75,0.0,4.2,,0.0,0.0,8.571428571428571,0.0
3217,778493,2025-04-01,669358,802419,Shane Baz,Thomas Harrington,139,134,TB,PIT,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
3218,778498,2025-04-01,686730,543135,Carson Spiers,Nathan Eovaldi,113,140,CIN,TEX,,2025.0,0,0,regular,regular,0,1,0,1,0,1,0,0,0,0,0.0,3.0,0,0,0,0,0.0,6.0,0,3,0,2,0,1,0,0,0.0,0.5,0,9,0.0,13.5,,,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.5,0.0,0.5,0.0,13.5,0.0,13.5,0.0,0.0,0.0,0.0,,6.0,0.0,1.5,0.0,0.0
3219,778491,2025-04-01,621244,592866,José Berríos,Trevor Williams,141,120,TOR,WSH,2025.0,,0,0,regular,regular,1,0,1,0,0,0,0,0,1,0,10.8,0.0,0,0,0,0,5.0,0.0,9,0,6,0,3,0,2,0,2.2,0.0,5,0,9.0,0.0,,,2.5,0.0,0.0,0.0,5.0,0.0,5.4,0.0,3.6,0.0,16.2,0.0,0.0,0.0,10.8,0.0,10.8,0.0,2.2,0.0,2.2,0.0,9.0,0.0,9.0,0.0,2.5,0.0,2.5,0.0,5.0,,5.4,0.0,3.6,0.0
3220,778495,2025-04-01,669461,543294,Matthew Liberatore,Kyle Hendricks,138,108,STL,LAA,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
3221,778488,2025-04-01,694477,547179,Chad Patrick,Michael Lorenzen,158,118,MIL,KC,2025.0,,0,0,regular,regular,1,0,0,0,0,0,0,0,0,0,18.0,0.0,0,0,0,0,1.0,0.0,2,0,2,0,1,0,1,0,3.0,0.0,1,0,9.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
3222,778490,2025-04-01,681343,680573,Shane Smith,Simeon Woods Richardson,145,142,CWS,MIN,,,0,0,regular,regular,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
3223,778489,2025-04-01,669713,657277,Hayden Wesneski,Logan Webb,117,137,HOU,SF,,2025.0,0,0,regular,regular,0,1,0,1,0,0,0,0,0,0,0.0,5.4,0,0,0,0,0.0,5.0,0,6,0,3,0,0,0,3,0.0,1.8,0,5,0.0,9.0,,,0.0,1.6666666666666667,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.4,0.0,10.8,0.0,0.0,0.0,5.4,0.0,5.4,0.0,1.8,0.0,1.8,0.0,9.0,0.0,9.0,0.0,1.6666666666666667,0.0,1.6666666666666667,,5.0,0.0,0.0,0.0,5.4
3224,778487,2025-04-01,669160,519242,Dustin May,Chris Sale,119,144,LAD,ATL,,2025.0,0,0,regular,regular,0,1,0,1,0,0,0,0,0,0,0.0,5.4,0,0,0,0,0.0,5.0,0,6,0,3,0,0,0,1,0.0,1.4,0,7,0.0,12.6,,,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.8,0.0,10.8,0.0,0.0,0.0,5.4,0.0,5.4,0.0,1.4,0.0,1.4,0.0,12.6,0.0,12.6,0.0,7.0,0.0,7.0,,5.0,0.0,0.0,0.0,1.8
3226,778485,2025-04-01,650633,671106,Michael King,Logan Allen,135,114,SD,CLE,2025.0,,0,0,regular,regular,1,0,1,0,0,0,0,0,0,0,10.12,0.0,0,0,0,0,2.6666666666666665,0.0,4,0,3,0,1,0,4,0,3.0,0.0,3,0,10.12,0.0,,,0.75,0.0,0.0,0.0,2.6666666666666665,0.0,3.375,0.0,13.5,0.0,13.5,0.0,0.0,0.0,12.272727272727272,0.0,12.272727272727272,0.0,3.636363636363636,0.0,3.636363636363636,0.0,12.272727272727272,0.0,12.272727272727272,0.0,0.75,0.0,0.75,0.0,2.2,,4.090909090909091,0.0,16.363636363636363,0.0
3227,778486,2025-04-01,669302,663554,Logan Gilbert,Casey Mize,136,116,SEA,DET,2025.0,,0,0,regular,regular,1,0,1,0,1,0,0,0,0,0,1.29,0.0,0,0,0,0,7.0,0.0,2,0,1,0,1,0,0,0,0.29,0.0,8,0,10.29,0.0,,,0.0,0.0,1.0,0.0,7.0,0.0,1.2857142857142858,0.0,0.0,0.0,2.571428571428572,0.0,0.0,0.0,1.2857142857142858,0.0,1.2857142857142858,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,10.285714285714286,0.0,10.285714285714286,0.0,0.0,0.0,0.0,0.0,7.0,,1.2857142857142858,0.0,0.0,0.0
63876,778494,2025-04-01,622663,657006,Luis Severino,Justin Steele,133,112,ATH,CHC,2025.0,2025.0,0,0,regular,regular,1,2,1,2,1,0,0,1,0,1,0.0,8.0,0,0,0,0,6.0,9.0,3,11,0,8,0,3,4,2,1.17,1.44,6,7,9.0,7.0,,,1.5,3.5,1.0,0.0,6.0,4.5,0.0,3.0,6.0,2.0,4.5,11.0,0.0,0.5,0.0,8.0,0.0,8.0,1.1666666666666667,1.4444444444444444,1.1666666666666667,1.4444444444444444,9.0,7.0,9.0,7.0,1.5,3.5,1.5,3.5,6.0,4.5,0.0,3.0,6.0,2.0
3335,778484,2025-04-02,607074,668678,Carlos Rodón,Zac Gallen,147,109,NYY,AZ,2025.0,2025.0,0,0,regular,regular,1,1,1,1,0,0,1,0,0,1,1.69,9.0,0,0,0,0,5.333333333333333,4.0,4,4,1,4,1,1,2,4,1.12,2.0,7,4,11.81,9.0,,,3.5,1.0,0.0,0.0,5.333333333333333,4.0,1.6875,2.25,3.375,9.0,6.75,9.0,1.0,0.0,1.7647058823529411,9.0,1.7647058823529411,9.0,1.1764705882352942,2.0,1.1764705882352942,2.0,12.352941176470589,9.0,12.352941176470589,9.0,3.5,1.0,3.5,1.0,5.1,4.0,1.7647058823529411,2.25,3.5294117647058827,9.0
3336,778483,2025-04-02,621107,676979,Zach Eflin,Garrett Crochet,110,111,BAL,BOS,2025.0,2025.0,0,0,regular,regular,1,1,1,1,1,0,1,0,0,0,3.0,3.6,0,0,0,0,6.0,5.0,2,5,2,2,1,0,1,2,0.5,1.4,2,4,3.0,7.2,,,2.0,2.0,1.0,0.0,6.0,5.0,1.5,0.0,1.5,3.6,3.0,9.0,1.0,0.0,3.0,3.6,3.0,3.6,0.5,1.4,0.5,1.4,3.0,7.2,3.0,7.2,2.0,2.0,2.0,2.0,6.0,5.0,1.5,0.0,1.5,3.6
3337,778482,2025-04-02,554430,607536,Zack Wheeler,Kyle Freeland,143,115,PHI,COL,2025.0,2025.0,0,0,regular,regular,1,1,1,1,1,1,0,0,0,0,1.5,0.0,0,0,0,0,6.0,6.0,2,2,1,0,1,0,2,0,0.67,0.33,8,7,12.0,10.5,,,4.0,0.0,1.0,1.0,6.0,6.0,1.5,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.5,0.0,1.5,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,12.0,10.5,12.0,10.5,4.0,0.0,4.0,0.0,6.0,6.0,1.5,0.0,3.0,0.0
